obs_date,vintage_date,value
2008-08-01,2024-04-16,615
2008-08-01,2024-05-14,615
2008-08-01,2024-06-11,615
2008-08-01,2024-07-18,615
2008-08-01,2024-08-13,615
2008-08-01,2024-09-10,615
2008-08-01,2024-10-15,615
2008-08-01,2024-11-12,615
2008-08-01,2024-12-17,615
2008-08-01,2025-01-21,615
2008-08-01,2025-02-18,615
2008-08-01,2025-03-20,615
2008-08-01,2025-04-15,615
2008-08-01,2025-05-13,615
2008-08-01,2025-06-10,615
2008-08-01,2025-07-17,615
2008-08-01,2025-08-12,615
2008-08-01,2025-09-16,615
2008-09-01,2024-02-13,596
2008-09-01,2024-03-12,596
2008-09-01,2024-04-16,596
2008-09-01,2024-05-14,596
2008-09-01,2024-06-11,596
2008-09-01,2024-07-18,596
2008-09-01,2024-08-13,596
2008-09-01,2024-09-10,596
2008-09-01,2024-10-15,596
2008-09-01,2024-11-12,596
2008-09-01,2024-12-17,596
2008-09-01,2025-01-21,596
2008-09-01,2025-02-18,596
2008-09-01,2025-03-20,596
2008-09-01,2025-04-15,596
2008-09-01,2025-05-13,596
2008-09-01,2025-06-10,596
2008-09-01,2025-07-17,596
2008-09-01,2025-08-12,596
2008-09-01,2025-09-16,596
2008-10-01,2024-02-13,562
2008-10-01,2024-03-12,562
2008-10-01,2024-04-16,562
2008-10-01,2024-05-14,562
2008-10-01,2024-06-11,562
2008-10-01,2024-07-18,638
2008-10-01,2024-08-13,638
2008-10-01,2024-09-10,562
2008-10-01,2024-10-15,562
2008-10-01,2024-11-12,638
2008-10-01,2024-12-17,638
2008-10-01,2025-01-21,638
2008-10-01,2025-02-18,638
2008-10-01,2025-03-20,638
2008-10-01,2025-04-15,638
2008-10-01,2025-05-13,638
2008-10-01,2025-06-10,562
2008-10-01,2025-07-17,562
2008-10-01,2025-08-12,562
2008-10-01,2025-09-16,562
2008-11-01,2024-02-13,527
2008-11-01,2024-03-12,527
2008-11-01,2024-04-16,527
2008-11-01,2024-05-14,527
2008-11-01,2024-06-11,527
2008-11-01,2024-07-18,527
2008-11-01,2024-08-13,527
2008-11-01,2024-09-10,527
2008-11-01,2024-10-15,527
2008-11-01,2024-11-12,527
2008-11-01,2024-12-17,527
2008-11-01,2025-01-21,527
2008-11-01,2025-02-18,527
2008-11-01,2025-03-20,527
2008-11-01,2025-04-15,527
2008-11-01,2025-05-13,527
2008-11-01,2025-06-10,527
2008-11-01,2025-07-17,527
2008-11-01,2025-08-12,527
2008-11-01,2025-09-16,527
2008-12-01,2024-02-13,497
2008-12-01,2024-03-12,497
2008-12-01,2024-04-16,497
2008-12-01,2024-05-14,497
2008-12-01,2024-06-11,497
2008-12-01,2024-07-18,497
2008-12-01,2024-08-13,497
2008-12-01,2024-09-10,497
2008-12-01,2024-10-15,497
2008-12-01,2024-11-12,497
2008-12-01,2024-12-17,497
2008-12-01,2025-01-21,497
2008-12-01,2025-02-18,497
2008-12-01,2025-03-20,497
2008-12-01,2025-04-15,498
2008-12-01,2025-05-13,498
2008-12-01,2025-06-10,498
2008-12-01,2025-07-17,498
2008-12-01,2025-08-12,498
2008-12-01,2025-09-16,498
2009-01-01,2024-02-13,478
2009-01-01,2024-03-12,478
2009-01-01,2024-04-16,478
2009-01-01,2024-05-14,478
2009-01-01,2024-06-11,478
2009-01-01,2024-07-18,478
2009-01-01,2024-08-13,478
2009-01-01,2024-09-10,478
2009-01-01,2024-10-15,478
2009-01-01,2024-11-12,478
2009-01-01,2024-12-17,478
2009-01-01,2025-01-21,478
2009-01-01,2025-02-18,478
2009-01-01,2025-03-20,478
2009-01-01,2025-04-15,478
2009-01-01,2025-05-13,478
2009-01-01,2025-06-10,478
2009-01-01,2025-07-17,478
2009-01-01,2025-08-12,478
2009-01-01,2025-09-16,478
2009-02-01,2024-02-13,465
2009-02-01,2024-03-12,465
2009-02-01,2024-04-16,465
2009-02-01,2024-05-14,465
2009-02-01,2024-06-11,465
2009-02-01,2024-07-18,465
2009-02-01,2024-08-13,465
2009-02-01,2024-09-10,465
2009-02-01,2024-10-15,465
2009-02-01,2024-11-12,465
2009-02-01,2024-12-17,465
2009-02-01,2025-01-21,465
2009-02-01,2025-02-18,465
2009-02-01,2025-03-20,465
2009-02-01,2025-04-15,464
2009-02-01,2025-05-13,464
2009-02-01,2025-06-10,464
2009-02-01,2025-07-17,464
2009-02-01,2025-08-12,464
2009-02-01,2025-09-16,464
2009-03-01,2024-02-13,455
2009-03-01,2024-03-12,455
2009-03-01,2024-04-16,455
2009-03-01,2024-05-14,455
2009-03-01,2024-06-11,455
2009-03-01,2024-07-18,455
2009-03-01,2024-08-13,455
2009-03-01,2024-09-10,455
2009-03-01,2024-10-15,455
2009-03-01,2024-11-12,455
2009-03-01,2024-12-17,455
2009-03-01,2025-01-21,455
2009-03-01,2025-02-18,455
2009-03-01,2025-03-20,455
2009-03-01,2025-04-15,454
2009-03-01,2025-05-13,454
2009-03-01,2025-06-10,454
2009-03-01,2025-07-17,454
2009-03-01,2025-08-12,454
2009-03-01,2025-09-16,454
2009-04-01,2024-02-13,443
2009-04-01,2024-03-12,443
2009-04-01,2024-04-16,443
2009-04-01,2024-05-14,443
2009-04-01,2024-06-11,443
2009-04-01,2024-07-18,443
2009-04-01,2024-08-13,443
2009-04-01,2024-09-10,443
2009-04-01,2024-10-15,443
2009-04-01,2024-11-12,443
2009-04-01,2024-12-17,443
2009-04-01,2025-01-21,443
2009-04-01,2025-02-18,443
2009-04-01,2025-03-20,443
2009-04-01,2025-04-15,444
2009-04-01,2025-05-13,444
2009-04-01,2025-06-10,444
2009-04-01,2025-07-17,444
2009-04-01,2025-08-12,444
2009-04-01,2025-09-16,444
2009-05-01,2024-02-13,431
2009-05-01,2024-03-12,431
2009-05-01,2024-04-16,431
2009-05-01,2024-05-14,431
2009-05-01,2024-06-11,431
2009-05-01,2024-07-18,431
2009-05-01,2024-08-13,431
2009-05-01,2024-09-10,431
2009-05-01,2024-10-15,431
2009-05-01,2024-11-12,431
2009-05-01,2024-12-17,431
2009-05-01,2025-01-21,431
2009-05-01,2025-02-18,431
2009-05-01,2025-03-20,431
2009-05-01,2025-04-15,431
2009-05-01,2025-05-13,431
2009-05-01,2025-06-10,431
2009-05-01,2025-07-17,431
2009-05-01,2025-08-12,431
2009-05-01,2025-09-16,431
2009-06-01,2024-02-13,430
2009-06-01,2024-03-12,430
2009-06-01,2024-04-16,430
2009-06-01,2024-05-14,430
2009-06-01,2024-06-11,430
2009-06-01,2024-07-18,430
2009-06-01,2024-08-13,430
2009-06-01,2024-09-10,430
2009-06-01,2024-10-15,430
2009-06-01,2024-11-12,430
2009-06-01,2024-12-17,430
2009-06-01,2025-01-21,430
2009-06-01,2025-02-18,430
2009-06-01,2025-03-20,430
2009-06-01,2025-04-15,429
2009-06-01,2025-05-13,429
2009-06-01,2025-06-10,429
2009-06-01,2025-07-17,429
2009-06-01,2025-08-12,429
2009-06-01,2025-09-16,429
2009-07-01,2024-02-13,438
2009-07-01,2024-03-12,438
2009-07-01,2024-04-16,438
2009-07-01,2024-05-14,438
2009-07-01,2024-06-11,438
2009-07-01,2024-07-18,438
2009-07-01,2024-08-13,438
2009-07-01,2024-09-10,438
2009-07-01,2024-10-15,438
2009-07-01,2024-11-12,438
2009-07-01,2024-12-17,438
2009-07-01,2025-01-21,438
2009-07-01,2025-02-18,438
2009-07-01,2025-03-20,438
2009-07-01,2025-04-15,438
2009-07-01,2025-05-13,438
2009-07-01,2025-06-10,438
2009-07-01,2025-07-17,438
2009-07-01,2025-08-12,438
2009-07-01,2025-09-16,438
2009-08-01,2024-02-13,436
2009-08-01,2024-03-12,436
2009-08-01,2024-04-16,436
2009-08-01,2024-05-14,436
2009-08-01,2024-06-11,436
2009-08-01,2024-07-18,436
2009-08-01,2024-08-13,436
2009-08-01,2024-09-10,436
2009-08-01,2024-10-15,436
2009-08-01,2024-11-12,436
2009-08-01,2024-12-17,436
2009-08-01,2025-01-21,436
2009-08-01,2025-02-18,436
2009-08-01,2025-03-20,436
2009-08-01,2025-04-15,436
2009-08-01,2025-05-13,436
2009-08-01,2025-06-10,436
2009-08-01,2025-07-17,436
2009-08-01,2025-08-12,436
2009-08-01,2025-09-16,436
2009-09-01,2024-02-13,432
2009-09-01,2024-03-12,432
2009-09-01,2024-04-16,432
2009-09-01,2024-05-14,432
2009-09-01,2024-06-11,432
2009-09-01,2024-07-18,432
2009-09-01,2024-08-13,432
2009-09-01,2024-09-10,432
2009-09-01,2024-10-15,432
2009-09-01,2024-11-12,432
2009-09-01,2024-12-17,432
2009-09-01,2025-01-21,432
2009-09-01,2025-02-18,432
2009-09-01,2025-03-20,432
2009-09-01,2025-04-15,432
2009-09-01,2025-05-13,432
2009-09-01,2025-06-10,432
2009-09-01,2025-07-17,432
2009-09-01,2025-08-12,432
2009-09-01,2025-09-16,432
2009-10-01,2024-02-13,450
2009-10-01,2024-03-12,437
2009-10-01,2024-04-16,437
2009-10-01,2024-05-14,450
2009-10-01,2024-06-11,450
2009-10-01,2024-07-18,450
2009-10-01,2024-08-13,450
2009-10-01,2024-09-10,437
2009-10-01,2024-10-15,437
2009-10-01,2024-11-12,450
2009-10-01,2024-12-17,450
2009-10-01,2025-01-21,450
2009-10-01,2025-02-18,437
2009-10-01,2025-03-20,437
2009-10-01,2025-04-15,450
2009-10-01,2025-05-13,450
2009-10-01,2025-06-10,450
2009-10-01,2025-07-17,450
2009-10-01,2025-08-12,450
2009-10-01,2025-09-16,450
2009-11-01,2024-02-13,454
2009-11-01,2024-03-12,454
2009-11-01,2024-04-16,454
2009-11-01,2024-05-14,454
2009-11-01,2024-06-11,454
2009-11-01,2024-07-18,454
2009-11-01,2024-08-13,454
2009-11-01,2024-09-10,454
2009-11-01,2024-10-15,454
2009-11-01,2024-11-12,454
2009-11-01,2024-12-17,454
2009-11-01,2025-01-21,454
2009-11-01,2025-02-18,454
2009-11-01,2025-03-20,454
2009-11-01,2025-04-15,454
2009-11-01,2025-05-13,454
2009-11-01,2025-06-10,454
2009-11-01,2025-07-17,454
2009-11-01,2025-08-12,454
2009-11-01,2025-09-16,454
2009-12-01,2024-02-13,463
2009-12-01,2024-03-12,463
2009-12-01,2024-04-16,463
2009-12-01,2024-05-14,463
2009-12-01,2024-06-11,463
2009-12-01,2024-07-18,463
2009-12-01,2024-08-13,463
2009-12-01,2024-09-10,463
2009-12-01,2024-10-15,463
2009-12-01,2024-11-12,463
2009-12-01,2024-12-17,463
2009-12-01,2025-01-21,463
2009-12-01,2025-02-18,463
2009-12-01,2025-03-20,463
2009-12-01,2025-04-15,464
2009-12-01,2025-05-13,464
2009-12-01,2025-06-10,464
2009-12-01,2025-07-17,464
2009-12-01,2025-08-12,464
2009-12-01,2025-09-16,464
2010-01-01,2024-02-13,467
2010-01-01,2024-03-12,467
2010-01-01,2024-04-16,467
2010-01-01,2024-05-14,467
2010-01-01,2024-06-11,467
2010-01-01,2024-07-18,467
2010-01-01,2024-08-13,467
2010-01-01,2024-09-10,467
2010-01-01,2024-10-15,467
2010-01-01,2024-11-12,467
2010-01-01,2024-12-17,467
2010-01-01,2025-01-21,467
2010-01-01,2025-02-18,467
2010-01-01,2025-03-20,467
2010-01-01,2025-04-15,467
2010-01-01,2025-05-13,467
2010-01-01,2025-06-10,467
2010-01-01,2025-07-17,467
2010-01-01,2025-08-12,467
2010-01-01,2025-09-16,467
2010-02-01,2024-02-13,465
2010-02-01,2024-03-12,465
2010-02-01,2024-04-16,465
2010-02-01,2024-05-14,465
2010-02-01,2024-06-11,465
2010-02-01,2024-07-18,465
2010-02-01,2024-08-13,465
2010-02-01,2024-09-10,465
2010-02-01,2024-10-15,465
2010-02-01,2024-11-12,465
2010-02-01,2024-12-17,465
2010-02-01,2025-01-21,465
2010-02-01,2025-02-18,465
2010-02-01,2025-03-20,465
2010-02-01,2025-04-15,465
2010-02-01,2025-05-13,465
2010-02-01,2025-06-10,465
2010-02-01,2025-07-17,465
2010-02-01,2025-08-12,465
2010-02-01,2025-09-16,465
2010-03-01,2024-02-13,469
2010-03-01,2024-03-12,469
2010-03-01,2024-04-16,469
2010-03-01,2024-05-14,469
2010-03-01,2024-06-11,469
2010-03-01,2024-07-18,469
2010-03-01,2024-08-13,469
2010-03-01,2024-09-10,469
2010-03-01,2024-10-15,469
2010-03-01,2024-11-12,469
2010-03-01,2024-12-17,469
2010-03-01,2025-01-21,469
2010-03-01,2025-02-18,469
2010-03-01,2025-03-20,469
2010-03-01,2025-04-15,467
2010-03-01,2025-05-13,467
2010-03-01,2025-06-10,467
2010-03-01,2025-07-17,467
2010-03-01,2025-08-12,467
2010-03-01,2025-09-16,467
2010-04-01,2024-02-13,479
2010-04-01,2024-03-12,479
2010-04-01,2024-04-16,479
2010-04-01,2024-05-14,479
2010-04-01,2024-06-11,479
2010-04-01,2024-07-18,479
2010-04-01,2024-08-13,479
2010-04-01,2024-09-10,479
2010-04-01,2024-10-15,479
2010-04-01,2024-11-12,479
2010-04-01,2024-12-17,479
2010-04-01,2025-01-21,479
2010-04-01,2025-02-18,479
2010-04-01,2025-03-20,479
2010-04-01,2025-04-15,479
2010-04-01,2025-05-13,479
2010-04-01,2025-06-10,479
2010-04-01,2025-07-17,479
2010-04-01,2025-08-12,479
2010-04-01,2025-09-16,479
2010-05-01,2024-02-13,484
2010-05-01,2024-03-12,484
2010-05-01,2024-04-16,484
2010-05-01,2024-05-14,484
2010-05-01,2024-06-11,484
2010-05-01,2024-07-18,484
2010-05-01,2024-08-13,484
2010-05-01,2024-09-10,484
2010-05-01,2024-10-15,484
2010-05-01,2024-11-12,484
2010-05-01,2024-12-17,484
2010-05-01,2025-01-21,484
2010-05-01,2025-02-18,484
2010-05-01,2025-03-20,484
2010-05-01,2025-04-15,484
2010-05-01,2025-05-13,484
2010-05-01,2025-06-10,484
2010-05-01,2025-07-17,484
2010-05-01,2025-08-12,484
2010-05-01,2025-09-16,484
2010-06-01,2024-02-13,479
2010-06-01,2024-03-12,479
2010-06-01,2024-04-16,479
2010-06-01,2024-05-14,479
2010-06-01,2024-06-11,479
2010-06-01,2024-07-18,479
2010-06-01,2024-08-13,479
2010-06-01,2024-09-10,479
2010-06-01,2024-10-15,479
2010-06-01,2024-11-12,479
2010-06-01,2024-12-17,479
2010-06-01,2025-01-21,479
2010-06-01,2025-02-18,479
2010-06-01,2025-03-20,479
2010-06-01,2025-04-15,479
2010-06-01,2025-05-13,479
2010-06-01,2025-06-10,479
2010-06-01,2025-07-17,479
2010-06-01,2025-08-12,479
2010-06-01,2025-09-16,479
2010-07-01,2024-02-13,461
2010-07-01,2024-03-12,461
2010-07-01,2024-04-16,461
2010-07-01,2024-05-14,461
2010-07-01,2024-06-11,461
2010-07-01,2024-07-18,461
2010-07-01,2024-08-13,461
2010-07-01,2024-09-10,461
2010-07-01,2024-10-15,461
2010-07-01,2024-11-12,461
2010-07-01,2024-12-17,461
2010-07-01,2025-01-21,461
2010-07-01,2025-02-18,461
2010-07-01,2025-03-20,461
2010-07-01,2025-04-15,461
2010-07-01,2025-05-13,461
2010-07-01,2025-06-10,461
2010-07-01,2025-07-17,461
2010-07-01,2025-08-12,461
2010-07-01,2025-09-16,461
2010-08-01,2024-02-13,455
2010-08-01,2024-03-12,455
2010-08-01,2024-04-16,455
2010-08-01,2024-05-14,455
2010-08-01,2024-06-11,455
2010-08-01,2024-07-18,455
2010-08-01,2024-08-13,455
2010-08-01,2024-09-10,455
2010-08-01,2024-10-15,455
2010-08-01,2024-11-12,455
2010-08-01,2024-12-17,455
2010-08-01,2025-01-21,455
2010-08-01,2025-02-18,455
2010-08-01,2025-03-20,455
2010-08-01,2025-04-15,455
2010-08-01,2025-05-13,455
2010-08-01,2025-06-10,455
2010-08-01,2025-07-17,455
2010-08-01,2025-08-12,455
2010-08-01,2025-09-16,455
2010-09-01,2024-02-13,454
2010-09-01,2024-03-12,454
2010-09-01,2024-04-16,454
2010-09-01,2024-05-14,454
2010-09-01,2024-06-11,454
2010-09-01,2024-07-18,454
2010-09-01,2024-08-13,454
2010-09-01,2024-09-10,454
2010-09-01,2024-10-15,454
2010-09-01,2024-11-12,454
2010-09-01,2024-12-17,454
2010-09-01,2025-01-21,454
2010-09-01,2025-02-18,454
2010-09-01,2025-03-20,454
2010-09-01,2025-04-15,455
2010-09-01,2025-05-13,455
2010-09-01,2025-06-10,455
2010-09-01,2025-07-17,455
2010-09-01,2025-08-12,455
2010-09-01,2025-09-16,455
2010-10-01,2024-02-13,469
2010-10-01,2024-03-12,469
2010-10-01,2024-04-16,469
2010-10-01,2024-05-14,474
2010-10-01,2024-06-11,474
2010-10-01,2024-07-18,474
2010-10-01,2024-08-13,474
2010-10-01,2024-09-10,469
2010-10-01,2024-10-15,469
2010-10-01,2024-11-12,469
2010-10-01,2024-12-17,469
2010-10-01,2025-01-21,469
2010-10-01,2025-02-18,469
2010-10-01,2025-03-20,469
2010-10-01,2025-04-15,469
2010-10-01,2025-05-13,469
2010-10-01,2025-06-10,469
2010-10-01,2025-07-17,469
2010-10-01,2025-08-12,469
2010-10-01,2025-09-16,469
2010-11-01,2024-02-13,483
2010-11-01,2024-03-12,483
2010-11-01,2024-04-16,483
2010-11-01,2024-05-14,483
2010-11-01,2024-06-11,483
2010-11-01,2024-07-18,483
2010-11-01,2024-08-13,483
2010-11-01,2024-09-10,483
2010-11-01,2024-10-15,483
2010-11-01,2024-11-12,483
2010-11-01,2024-12-17,483
2010-11-01,2025-01-21,483
2010-11-01,2025-02-18,483
2010-11-01,2025-03-20,483
2010-11-01,2025-04-15,483
2010-11-01,2025-05-13,483
2010-11-01,2025-06-10,483
2010-11-01,2025-07-17,483
2010-11-01,2025-08-12,483
2010-11-01,2025-09-16,483
2010-12-01,2024-02-13,493
2010-12-01,2024-03-12,493
2010-12-01,2024-04-16,493
2010-12-01,2024-05-14,493
2010-12-01,2024-06-11,493
2010-12-01,2024-07-18,493
2010-12-01,2024-08-13,493
2010-12-01,2024-09-10,493
2010-12-01,2024-10-15,493
2010-12-01,2024-11-12,493
2010-12-01,2024-12-17,493
2010-12-01,2025-01-21,493
2010-12-01,2025-02-18,493
2010-12-01,2025-03-20,493
2010-12-01,2025-04-15,495
2010-12-01,2025-05-13,495
2010-12-01,2025-06-10,495
2010-12-01,2025-07-17,495
2010-12-01,2025-08-12,495
2010-12-01,2025-09-16,495
2011-01-01,2024-02-13,490
2011-01-01,2024-03-12,490
2011-01-01,2024-04-16,490
2011-01-01,2024-05-14,490
2011-01-01,2024-06-11,490
2011-01-01,2024-07-18,490
2011-01-01,2024-08-13,490
2011-01-01,2024-09-10,490
2011-01-01,2024-10-15,490
2011-01-01,2024-11-12,490
2011-01-01,2024-12-17,490
2011-01-01,2025-01-21,490
2011-01-01,2025-02-18,490
2011-01-01,2025-03-20,490
2011-01-01,2025-04-15,490
2011-01-01,2025-05-13,490
2011-01-01,2025-06-10,490
2011-01-01,2025-07-17,490
2011-01-01,2025-08-12,490
2011-01-01,2025-09-16,490
2011-02-01,2024-02-13,484
2011-02-01,2024-03-12,484
2011-02-01,2024-04-16,484
2011-02-01,2024-05-14,484
2011-02-01,2024-06-11,484
2011-02-01,2024-07-18,484
2011-02-01,2024-08-13,484
2011-02-01,2024-09-10,484
2011-02-01,2024-10-15,484
2011-02-01,2024-11-12,484
2011-02-01,2024-12-17,484
2011-02-01,2025-01-21,484
2011-02-01,2025-02-18,484
2011-02-01,2025-03-20,484
2011-02-01,2025-04-15,483
2011-02-01,2025-05-13,483
2011-02-01,2025-06-10,483
2011-02-01,2025-07-17,483
2011-02-01,2025-08-12,483
2011-02-01,2025-09-16,483
2011-03-01,2024-02-13,472
2011-03-01,2024-03-12,472
2011-03-01,2024-04-16,472
2011-03-01,2024-05-14,472
2011-03-01,2024-06-11,472
2011-03-01,2024-07-18,472
2011-03-01,2024-08-13,472
2011-03-01,2024-09-10,472
2011-03-01,2024-10-15,472
2011-03-01,2024-11-12,472
2011-03-01,2024-12-17,472
2011-03-01,2025-01-21,472
2011-03-01,2025-02-18,472
2011-03-01,2025-03-20,472
2011-03-01,2025-04-15,472
2011-03-01,2025-05-13,472
2011-03-01,2025-06-10,472
2011-03-01,2025-07-17,472
2011-03-01,2025-08-12,472
2011-03-01,2025-09-16,472
2011-04-01,2024-02-13,461
2011-04-01,2024-03-12,461
2011-04-01,2024-04-16,461
2011-04-01,2024-05-14,461
2011-04-01,2024-06-11,461
2011-04-01,2024-07-18,461
2011-04-01,2024-08-13,461
2011-04-01,2024-09-10,461
2011-04-01,2024-10-15,461
2011-04-01,2024-11-12,461
2011-04-01,2024-12-17,461
2011-04-01,2025-01-21,461
2011-04-01,2025-02-18,461
2011-04-01,2025-03-20,461
2011-04-01,2025-04-15,461
2011-04-01,2025-05-13,461
2011-04-01,2025-06-10,461
2011-04-01,2025-07-17,461
2011-04-01,2025-08-12,461
2011-04-01,2025-09-16,461
2011-05-01,2024-02-13,460
2011-05-01,2024-03-12,460
2011-05-01,2024-04-16,461
2011-05-01,2024-05-14,461
2011-05-01,2024-06-11,461
2011-05-01,2024-07-18,461
2011-05-01,2024-08-13,461
2011-05-01,2024-09-10,461
2011-05-01,2024-10-15,461
2011-05-01,2024-11-12,461
2011-05-01,2024-12-17,461
2011-05-01,2025-01-21,461
2011-05-01,2025-02-18,461
2011-05-01,2025-03-20,461
2011-05-01,2025-04-15,460
2011-05-01,2025-05-13,460
2011-05-01,2025-06-10,460
2011-05-01,2025-07-17,460
2011-05-01,2025-08-12,460
2011-05-01,2025-09-16,460
2011-06-01,2024-02-13,457
2011-06-01,2024-03-12,457
2011-06-01,2024-04-16,457
2011-06-01,2024-05-14,457
2011-06-01,2024-06-11,457
2011-06-01,2024-07-18,457
2011-06-01,2024-08-13,457
2011-06-01,2024-09-10,457
2011-06-01,2024-10-15,457
2011-06-01,2024-11-12,457
2011-06-01,2024-12-17,457
2011-06-01,2025-01-21,457
2011-06-01,2025-02-18,457
2011-06-01,2025-03-20,457
2011-06-01,2025-04-15,457
2011-06-01,2025-05-13,457
2011-06-01,2025-06-10,457
2011-06-01,2025-07-17,457
2011-06-01,2025-08-12,457
2011-06-01,2025-09-16,457
2011-07-01,2024-02-13,462
2011-07-01,2024-03-12,462
2011-07-01,2024-04-16,462
2011-07-01,2024-05-14,462
2011-07-01,2024-06-11,462
2011-07-01,2024-07-18,462
2011-07-01,2024-08-13,462
2011-07-01,2024-09-10,462
2011-07-01,2024-10-15,462
2011-07-01,2024-11-12,462
2011-07-01,2024-12-17,462
2011-07-01,2025-01-21,462
2011-07-01,2025-02-18,462
2011-07-01,2025-03-20,462
2011-07-01,2025-04-15,462
2011-07-01,2025-05-13,462
2011-07-01,2025-06-10,462
2011-07-01,2025-07-17,462
2011-07-01,2025-08-12,462
2011-07-01,2025-09-16,462
2011-08-01,2024-02-13,464
2011-08-01,2024-03-12,464
2011-08-01,2024-04-16,464
2011-08-01,2024-05-14,464
2011-08-01,2024-06-11,464
2011-08-01,2024-07-18,464
2011-08-01,2024-08-13,464
2011-08-01,2024-09-10,464
2011-08-01,2024-10-15,464
2011-08-01,2024-11-12,464
2011-08-01,2024-12-17,464
2011-08-01,2025-01-21,464
2011-08-01,2025-02-18,464
2011-08-01,2025-03-20,464
2011-08-01,2025-04-15,464
2011-08-01,2025-05-13,464
2011-08-01,2025-06-10,464
2011-08-01,2025-07-17,464
2011-08-01,2025-08-12,464
2011-08-01,2025-09-16,464
2011-09-01,2024-02-13,467
2011-09-01,2024-03-12,467
2011-09-01,2024-04-16,466
2011-09-01,2024-05-14,466
2011-09-01,2024-06-11,466
2011-09-01,2024-07-18,466
2011-09-01,2024-08-13,466
2011-09-01,2024-09-10,466
2011-09-01,2024-10-15,466
2011-09-01,2024-11-12,466
2011-09-01,2024-12-17,466
2011-09-01,2025-01-21,466
2011-09-01,2025-02-18,466
2011-09-01,2025-03-20,466
2011-09-01,2025-04-15,467
2011-09-01,2025-05-13,467
2011-09-01,2025-06-10,467
2011-09-01,2025-07-17,467
2011-09-01,2025-08-12,467
2011-09-01,2025-09-16,467
2011-10-01,2024-02-13,470
2011-10-01,2024-03-12,462
2011-10-01,2024-04-16,462
2011-10-01,2024-05-14,470
2011-10-01,2024-06-11,470
2011-10-01,2024-07-18,470
2011-10-01,2024-08-13,470
2011-10-01,2024-09-10,470
2011-10-01,2024-10-15,470
2011-10-01,2024-11-12,470
2011-10-01,2024-12-17,470
2011-10-01,2025-01-21,470
2011-10-01,2025-02-18,470
2011-10-01,2025-03-20,470
2011-10-01,2025-04-15,470
2011-10-01,2025-05-13,470
2011-10-01,2025-06-10,470
2011-10-01,2025-07-17,470
2011-10-01,2025-08-12,470
2011-10-01,2025-09-16,470
2011-11-01,2024-02-13,465
2011-11-01,2024-03-12,465
2011-11-01,2024-04-16,465
2011-11-01,2024-05-14,465
2011-11-01,2024-06-11,465
2011-11-01,2024-07-18,465
2011-11-01,2024-08-13,465
2011-11-01,2024-09-10,465
2011-11-01,2024-10-15,465
2011-11-01,2024-11-12,465
2011-11-01,2024-12-17,465
2011-11-01,2025-01-21,465
2011-11-01,2025-02-18,465
2011-11-01,2025-03-20,465
2011-11-01,2025-04-15,465
2011-11-01,2025-05-13,465
2011-11-01,2025-06-10,465
2011-11-01,2025-07-17,465
2011-11-01,2025-08-12,465
2011-11-01,2025-09-16,465
2011-12-01,2024-02-13,473
2011-12-01,2024-03-12,473
2011-12-01,2024-04-16,473
2011-12-01,2024-05-14,473
2011-12-01,2024-06-11,473
2011-12-01,2024-07-18,473
2011-12-01,2024-08-13,473
2011-12-01,2024-09-10,473
2011-12-01,2024-10-15,473
2011-12-01,2024-11-12,473
2011-12-01,2024-12-17,473
2011-12-01,2025-01-21,473
2011-12-01,2025-02-18,473
2011-12-01,2025-03-20,473
2011-12-01,2025-04-15,476
2011-12-01,2025-05-13,476
2011-12-01,2025-06-10,476
2011-12-01,2025-07-17,476
2011-12-01,2025-08-12,476
2011-12-01,2025-09-16,476
2012-01-01,2024-02-13,473
2012-01-01,2024-03-12,473
2012-01-01,2024-04-16,473
2012-01-01,2024-05-14,473
2012-01-01,2024-06-11,473
2012-01-01,2024-07-18,473
2012-01-01,2024-08-13,473
2012-01-01,2024-09-10,473
2012-01-01,2024-10-15,473
2012-01-01,2024-11-12,473
2012-01-01,2024-12-17,473
2012-01-01,2025-01-21,473
2012-01-01,2025-02-18,473
2012-01-01,2025-03-20,473
2012-01-01,2025-04-15,473
2012-01-01,2025-05-13,473
2012-01-01,2025-06-10,473
2012-01-01,2025-07-17,473
2012-01-01,2025-08-12,473
2012-01-01,2025-09-16,473
2012-02-01,2024-02-13,467
2012-02-01,2024-03-12,467
2012-02-01,2024-04-16,467
2012-02-01,2024-05-14,467
2012-02-01,2024-06-11,467
2012-02-01,2024-07-18,467
2012-02-01,2024-08-13,467
2012-02-01,2024-09-10,467
2012-02-01,2024-10-15,467
2012-02-01,2024-11-12,467
2012-02-01,2024-12-17,467
2012-02-01,2025-01-21,467
2012-02-01,2025-02-18,467
2012-02-01,2025-03-20,467
2012-02-01,2025-04-15,467
2012-02-01,2025-05-13,467
2012-02-01,2025-06-10,467
2012-02-01,2025-07-17,467
2012-02-01,2025-08-12,467
2012-02-01,2025-09-16,467
2012-03-01,2024-02-13,465
2012-03-01,2024-03-12,465
2012-03-01,2024-04-16,465
2012-03-01,2024-05-14,465
2012-03-01,2024-06-11,465
2012-03-01,2024-07-18,465
2012-03-01,2024-08-13,465
2012-03-01,2024-09-10,465
2012-03-01,2024-10-15,465
2012-03-01,2024-11-12,465
2012-03-01,2024-12-17,465
2012-03-01,2025-01-21,465
2012-03-01,2025-02-18,465
2012-03-01,2025-03-20,465
2012-03-01,2025-04-15,465
2012-03-01,2025-05-13,465
